SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,9100 Sweet Spice Ct,Springfield,VA,22152,574990,3,3.0,GREENTREE VILLAGE,2234,2525,1977,6,257,132,Contingent,,,https://www.redfin.com/VA/Springfield/9100-Sweet-Spice-Ct-22152/home/9767734,BRIGHT MLS,VAFX2071286,N,Y,38.772123,-77.2587224
MLS Listing,,Single Family Residential,7214 Caulking Pl,Burke,VA,22015,810000,4,2.5,LONGWOOD KNOLLS,2534,9203,1978,7,320,4,Active,,,https://www.redfin.com/VA/Burke/7214-Caulking-Pl-22015/home/9769161,BRIGHT MLS,VAFX2070260,N,Y,38.7622476,-77.2800914
MLS Listing,,Townhouse,5131 Harford Ln,Burke,VA,22015,450000,2,1.5,LAKE BRADDOCK,1064,1430,1971,21,423,90,Active,,,https://www.redfin.com/VA/Burke/5131-Harford-Ln-22015/home/9706946,BRIGHT MLS,VAFX2069690,N,Y,38.8112411,-77.2684191
MLS Listing,,Single Family Residential,7200 Neaptide Ln,Burke,VA,22015,825000,5,3.0,LONGWOOD KNOLLS,2864,9731,1978,21,288,5,Active,,,https://www.redfin.com/VA/Burke/7200-Neaptide-Ln-22015/home/9769126,BRIGHT MLS,VAFX2068928,N,Y,38.7603198,-77.2766574
MLS Listing,,Townhouse,6590 Forest Dew Ct,Springfield,VA,22152,538000,3,3.5,KEENE MILL VILLAGE SEC 3,1626,1600,1985,28,331,110,Active,,,https://www.redfin.com/VA/Springfield/6590-Forest-Dew-Ct-22152/home/9768386,BRIGHT MLS,VAFX2067138,N,Y,38.77629,-77.2600244
PAST SALE,February-26-2010,Townhouse,5855 Banning Pl,Burke,VA,22015,549900,3,2.5,BURKE STATION SQUARE,1606,1760,1973,21,342,65,Pending,,,https://www.redfin.com/VA/Burke/5855-Banning-Pl-22015/home/9735580,BRIGHT MLS,VAFX2066806,N,Y,38.792693,-77.25426
Redfin Data,,Single Family Residential,6724 Houndmaster Rd,Springfield,VA,22152,719000,4,2.5,Springfield,2190,10522,1968,1,328,,Pre On-Market,,,https://www.redfin.com/VA/Springfield/6724-Houndmaster-Rd-22152/home/9771634,Coming Soon,85841,N,Y,38.7684521,-77.2487998
PAST SALE,April-5-2010,Townhouse,5917 Heritage Square Dr,Burke,VA,22015,480000,3,2.5,HERITAGE SQUARE NORTH,1444,2560,1978,1,332,75,Pending,,,https://www.redfin.com/VA/Burke/5917-Heritage-Square-Dr-22015/home/9740099,BRIGHT MLS,VAFX2075648,N,Y,38.7902653,-77.2650923
MLS Listing,,Townhouse,10568 Reeds Landing Cir,Burke,VA,22015,528900,3,2.0,BURKE CENTRE,1470,3598,1980,1,360,82,Active,June-11-2022 12:00 PM,June-11-2022 02:00 PM,https://www.redfin.com/VA/Burke/10568-Reed-s-Landing-Cir-22015/home/9732530,BRIGHT MLS,VAFX2075076,N,Y,38.7900815,-77.3087045
MLS Listing,,Townhouse,6267 Kerrydale Dr,Springfield,VA,22152,529900,3,3.5,SHANNON STATION,1448,1600,1982,2,366,83,Active,June-11-2022 02:00 PM,June-11-2022 04:00 PM,https://www.redfin.com/VA/Springfield/6267-Kerrydale-Dr-22152/home/9740238,BRIGHT MLS,VAFX2074450,N,Y,38.7802262,-77.254502
MLS Listing,,Townhouse,5815 Walden Commons Ct,Burke,VA,22015,499900,3,2.5,WALDEN AT BURKE,1410,,1986,2,355,168,Active,June-12-2022 12:00 PM,June-12-2022 02:00 PM,https://www.redfin.com/VA/Burke/5815-Walden-Commons-Ct-22015/home/179793522,BRIGHT MLS,VAFX2072394,N,Y,38.7919569,-77.298371
MLS Listing,,Townhouse,9007 Mulvaney Ct,Springfield,VA,22152,550000,4,3.5,SHANNON STATION,1926,1600,1982,2,286,84,Active,June-10-2022 05:00 PM,June-10-2022 07:00 PM,https://www.redfin.com/VA/Springfield/9007-Mulvaney-Ct-22152/home/9740206,BRIGHT MLS,VAFX2071112,N,Y,38.779345,-77.2552653
MLS Listing,,Single Family Residential,8812 Cuttermill Pl,Springfield,VA,22153,729900,4,2.5,ROLLING VALLEY,2008,8643,1972,4,363,10,Active,,,https://www.redfin.com/VA/Springfield/8812-Cuttermill-Pl-22153/home/9774725,BRIGHT MLS,VAFX2074788,N,Y,38.7574659,-77.2495182
MLS Listing,,Single Family Residential,6315 Falling Brook Dr,Burke,VA,22015,700000,4,3.5,SUMMERDAY,2134,12764,1981,4,328,,Active,June-11-2022 11:00 AM,June-11-2022 01:00 PM,https://www.redfin.com/VA/Burke/6315-Falling-Brook-Dr-22015/home/9738307,BRIGHT MLS,VAFX2068198,N,Y,38.7794969,-77.2839967
MLS Listing,,Townhouse,6338 Fenestra Ct Unit 129C,Burke,VA,22015,430000,3,2.5,KEENE MILL WOODS,1512,,1976,5,284,296,Active,,,https://www.redfin.com/VA/Burke/6338-Fenestra-Ct-22015/unit-129C/home/179747429,BRIGHT MLS,VAFX2074508,N,Y,38.7796872,-77.2606417
MLS Listing,,Townhouse,8808 Eagle Rock Ln,Springfield,VA,22153,635000,3,3.0,MIDDLEFORD SEC 2,1892,1650,1991,5,336,83,Active,,,https://www.redfin.com/VA/Springfield/8808-Eagle-Rock-Ln-22153/home/9775682,BRIGHT MLS,VAFX2073828,N,Y,38.755933,-77.249671
MLS Listing,,Single Family Residential,9003 Strattondale Ct,Burke,VA,22015,719000,5,3.0,BURKE STATION SQUARE,1394,9513,1973,5,516,19,Active,,,https://www.redfin.com/VA/Burke/9003-Strattondale-Ct-22015/home/9739039,BRIGHT MLS,VAFX2071000,N,Y,38.7902863,-77.2552653
MLS Listing,,Townhouse,9892 Burke Pond Ct,Burke,VA,22015,525000,3,2.5,BURKE CENTRE SEC,1864,2560,1984,5,282,97,Contingent,,,https://www.redfin.com/VA/Burke/9892-Burke-Pond-Ct-22015/home/9738169,BRIGHT MLS,VAFX2074628,N,Y,38.78704,-77.286803
MLS Listing,,Single Family Residential,6812 Grey Fox Dr,Springfield,VA,22152,715000,4,3.0,ORANGE HUNT ESTATES,2568,11217,1970,5,278,,Contingent,,,https://www.redfin.com/VA/Springfield/6812-Grey-Fox-Dr-22152/home/9767319,BRIGHT MLS,VAFX2074506,N,Y,38.7690841,-77.2563428
MLS Listing,,Townhouse,8868 Eagle Rock Ln,Springfield,VA,22153,635000,3,3.5,MIDDLEFORD SEC 2,2324,1400,1992,5,273,83,Active,June-12-2022 02:00 PM,June-12-2022 04:00 PM,https://www.redfin.com/VA/Springfield/8868-Eagle-Rock-Ln-22153/home/9775680,BRIGHT MLS,VAFX2072024,N,Y,38.754,-77.249596
MLS Listing,,Townhouse,8315 Ridge Crossing Ln,Springfield,VA,22152,635000,3,3.0,OLDE OAK RIDGE,1558,2584,1989,5,408,83,Contingent,,,https://www.redfin.com/VA/Springfield/8315-Ridge-Crossing-Ln-22152/home/9775528,BRIGHT MLS,VAFX2074546,N,Y,38.7580397,-77.2294776
MLS Listing,,Single Family Residential,8810 Shadowlake Way,Springfield,VA,22153,900000,4,3.0,LAKEWOOD HILLS FOSTER BR,2706,11291,1986,5,333,6,Contingent,,,https://www.redfin.com/VA/Springfield/8810-Shadowlake-Way-22153/home/9775378,BRIGHT MLS,VAFX2071772,N,Y,38.75121,-77.248261
MLS Listing,,Single Family Residential,8841 Applecross Ln,Springfield,VA,22153,835000,4,2.5,ROLLING VALLEY,2608,10288,1973,5,320,12,Active,June-11-2022 11:00 AM,June-11-2022 01:00 PM,https://www.redfin.com/VA/Springfield/8841-Applecross-Ln-22153/home/9769929,BRIGHT MLS,VAFX2073278,N,Y,38.7602012,-77.2502366
MLS Listing,,Townhouse,10266 Fern Pool Ct,Burke,VA,22015,545000,3,3.0,PT BURKE CENTRE,1760,2138,1978,6,310,,Active,,,https://www.redfin.com/VA/Burke/10266-Fern-Pool-Ct-22015/home/9731712,BRIGHT MLS,VAFX2074000,N,Y,38.784736,-77.2995154
PAST SALE,June-3-2014,Townhouse,12266 Wye Oak Commons Cir #117,Burke,VA,22015,499000,3,3.0,WALDEN AT BURKE CENTRE C,1512,,1986,4,330,168,Pending,,,https://www.redfin.com/VA/Burke/12266-Wye-Oak-Commons-Cir-22015/unit-117/home/9730582,BRIGHT MLS,VAFX2067326,N,Y,38.792847,-77.2977861
MLS Listing,,Townhouse,9452 William Kirk Ln,Burke,VA,22015,579950,3,3.0,CAROLINE OAKS,1710,1650,1988,6,339,92,Active,,,https://www.redfin.com/VA/Burke/9452-William-Kirk-Ln-22015/home/9766822,BRIGHT MLS,VAFX2073316,N,Y,38.775608,-77.2722581
PAST SALE,November-13-2009,Single Family Residential,10430 Heritage Landing Rd,Burke,VA,22015,899000,4,3.0,BURKE CENTRE,4176,25020,1982,5,215,76,Pending,,,https://www.redfin.com/VA/Burke/10430-Heritage-Landing-Rd-22015/home/9732423,BRIGHT MLS,VAFX2069776,N,Y,38.7853908,-77.3094001
MLS Listing,,Townhouse,6002 Old Landing Way #11,Burke,VA,22015,399900,3,2.5,WOODWALK CONDO,1366,,1980,6,293,328,Contingent,,,https://www.redfin.com/VA/Burke/6002-Old-Landing-Way-22015/unit-11/home/9731864,BRIGHT MLS,VAFX2073120,N,Y,38.788925,-77.3032262
MLS Listing,,Townhouse,5880 Bridgetown Ct #46,Burke,VA,22015,450000,3,3.0,OAKWOOD COMMONS AT BURKE,1600,,1984,6,281,230,Contingent,,,https://www.redfin.com/VA/Burke/5880-Bridgetown-Ct-22015/unit-46/home/9730344,BRIGHT MLS,VAFX2073088,N,Y,38.7923479,-77.3014
MLS Listing,,Single Family Residential,6301 Capella Ave,Burke,VA,22015,824900,4,3.5,BENT TREE,2197,10836,1973,6,375,,Active,June-11-2022 01:00 PM,June-11-2022 03:00 PM,https://www.redfin.com/VA/Burke/6301-Capella-Ave-22015/home/9737018,BRIGHT MLS,VAFX2073450,N,Y,38.7801526,-77.2746149
MLS Listing,,Townhouse,5563 Peppercorn Dr,Burke,VA,22015,474888,3,3.0,GREENFIELD FARM,1740,1247,1973,6,273,94,Active,,,https://www.redfin.com/VA/Burke/5563-Peppercorn-Dr-22015/home/9733895,BRIGHT MLS,VAFX2070428,N,Y,38.801734,-77.278734
MLS Listing,,Townhouse,5703 Waters Edge Landing Ct,Burke,VA,22015,600000,4,3.5,BURKE CENTRE SEC 16,2878,1953,1981,6,208,107,Contingent,,,https://www.redfin.com/VA/Burke/5703-Waters-Edge-Landing-Ct-22015/home/9729252,BRIGHT MLS,VAFX2070692,N,Y,38.7943609,-77.3097591
MLS Listing,,Single Family Residential,9704 Tiny Ct,Burke,VA,22015,775000,3,3.0,FOUR OAKS ESTATES,2418,8522,1983,7,321,8,Contingent,,,https://www.redfin.com/VA/Burke/9704-Tiny-Ct-22015/home/9766570,BRIGHT MLS,VAFX2073348,N,Y,38.7759278,-77.2804505
MLS Listing,,Single Family Residential,6611 Lee Chapel Rd,Burke,VA,22015,1299000,5,4.5,CHESTER T DIX,4288,43325,2022,7,303,,Active,,,https://www.redfin.com/VA/Burke/6611-Lee-Chapel-Rd-22015/home/9765773,BRIGHT MLS,VAFX2073722,N,Y,38.7717038,-77.2716969
PAST SALE,June-28-2013,Single Family Residential,6326 Timarron Cove Ln,Burke,VA,22015,1099000,6,5.5,TIMARRON COVE,6044,10130,2001,4,182,65,Pending,,,https://www.redfin.com/VA/Burke/6326-Timarron-Cove-Ln-22015/home/9831333,BRIGHT MLS,VAFX2072030,N,Y,38.7780829,-77.2817523
